ADR,Name,Frequency,Count
se__C0855573,Beta 2 microglobulin urine increased,0.0,0
se__C0268731,Glomerulonephropathy,0.0,0
se__C0333258,Lymphorrhoea,0.0,0
se__C0853124,Blood follicle stimulating hormone increased,0.0,0
se__C0853123,Blood luteinising hormone increased,0.0,0
se__C0340608,Renal artery thrombosis,0.0,0
se__C0751674,Lymphangioleiomyomatosis,0.0,0
se__C0393847,Multifocal motor neuropathy,0.0,0
se__C0392175,Renal haemorrhage,0.0,0
se__C0392008,Anaesthetic complication,0.0,0
se__C0400930,Chronic hepatic failure,0.0,0
se__C0423086,Staring,0.0,0
se__C0473124,Perirenal haematoma,0.0,0
se__C0458247,Allodynia,0.0,0
se__C3160756,Infection reactivation,0.0,0
se__C0000817,Abortion infected,0.0,0
